FoodID,FoodDescription,FoodDescriptionF,ConversionFactorValue
4453,"Pasta, corn, cooked","Pâtes, maïs, cuites",2.15
4454,"Pasta, made with egg, homemade, cooked","Pâtes, préparées avec des oeufs, faites maison, cuites",2.15
4455,"Pasta, made without egg, homemade, cooked","Pâtes, préparées sans oeufs, faites maison, cuites",2.15
4456,"Pasta, macaroni (elbow), whole wheat, dry","Pâtes, macaroni (coudes), blé entier, sec",0.85
4457,"Pasta, macaroni (elbow), whole wheat, cooked","Pâtes, macaroni (coudes), blé entier, cuit",2.15
4458,"Pasta, egg noodles, enriched, cooked","Pâtes, nouilles aux oeufs, enrichies, cuites",2.15
4459,"Pasta, Chinese noodles, chow mein","Pâtes, nouilles chinoises, chow mein",0.25
4460,"Pasta, Japanese noodles, soba, dry","Pâtes, nouilles japonaises, soba, sèches",0.85
4461,"Pasta, Japanese noodles, soba, cooked","Pâtes, nouilles japonaises, soba, cuites",2.15
4462,"Pasta, Japanese noodles, somen, dry","Pâtes, nouilles japonaises, somen, sèches",0.85
4463,"Pasta, Japanese noodles, somen, cooked","Pâtes, nouilles japonaises, somen, cuites",2.15
4464,"Pasta, spaghetti, enriched, cooked","Pâtes, spaghetti, enrichi, cuit",2.15
4465,"Grains, corn flour, masa, yellow, U.S. enriched","Grains céréaliers, farine de maïs, masa, jaune, enrichi selon les normes des É.U.",0.3
4466,"Pasta, spaghetti, enriched, cooked, salted","Pâtes, spaghetti, enrichi, cuit, salée",2.15
4467,"Grains, hominy, canned, yellow","Grains céréaliers, farine de maïs bouillie, conserve, jaune",0.45
4468,"Pasta, egg noodles, unenriched, cooked","Pâtes, nouilles aux oeufs, non enrichies, cuites",2.15
4469,"Pasta, spaghetti, unenriched, cooked","Pâtes, spaghetti, non enrichi, cuit",2.15
4470,"Grains, cornmeal (yellow), degermed","Grains céréaliers, semoule de maïs (jaune), dégermée",1.6801
4471,"Grains, rice, white, long-grain, regular, dry","Grains céréaliers, riz blanc, grain long, ordinaire, sec",0.45
4472,"Grains, rice, white, long-grain, parboiled, dry","Grains céréaliers, riz blanc, grain long, étuvé, sec",0.45
4473,"Grains, rice, white, long-grain, parboiled, cooked","Grains céréaliers, riz blanc, grain long, étuvé, cuit",1.4
4474,"Grains, rice, white, medium-grain, dry","Grains céréaliers, riz blanc, grain moyen, sec",0.45
4475,"Grains, rice, white, medium-grain, cooked","Grains céréaliers, riz blanc, grain moyen, cuit",1.4
4476,"Grains, rice, white, short-grain, dry","Grains céréaliers, riz blanc, grain court, sec",0.45
4477,"Grains, rice, white, short-grain, cooked","Grains céréaliers, riz blanc, grain court, cuit",1.4
4478,"Grains, semolina","Grains céréaliers, semoule de blé dur",0.45
4479,"Pasta, egg noodles, unenriched, cooked, salted","Pâtes, nouilles aux oeufs, non enrichies, cuites, salées",2.15
4480,"Pasta, spaghetti, unenriched, cooked, salted","Pâtes, spaghetti, non enrichi, cuit, salé",2.15
4481,"Grains, rice, white, long-grain, pre-cooked or instant, enriched, dry","Grains céréaliers, riz blanc, grain long, précuit ou instantané, enrichi, sec",0.45
4482,"Grains, rice, white, long-grain, pre-cooked or instant, enriched, prepared","Grains céréaliers, riz blanc, grain long, précuit ou instantané, enrichi, préparé",1.4
4483,"Pasta, egg noodles, enriched, cooked, salted","Pâtes, nouilles aux oeufs, enrichies, cuites, salées",2.15
4484,"Grains, wheat flour, white, all purpose, enriched, calcium fortified","Grains céréaliers, farine de blé, tout usage, enrichie, calcium ajouté",0.3
4485,"Grains, barley, dry","Grains céréaliers, orge, sec",0.45
4486,"Grains, barley, pearled, cooked","Grains céréaliers, orge, perlé, cuit",1.4
4487,"Grains, buckwheat","Grains céréaliers, sarrasin",0.45
4488,"Grains, buckwheat flour, whole-groat","Grains céréaliers, farine de sarrasin, gruau entier",0.3
4489,"Grains, bulgur, cooked","Grains céréaliers, bulgur, cuit",1.4
4490,"Grains, couscous, cooked","Grains céréaliers, couscous, cuit",1.4
4491,"Grains, millet, dry","Grains céréaliers, millet, sec",0.45
4492,"Grains, millet, cooked","Grains céréaliers, millet, cuit",1.4
4493,"Grains, oat bran, dry","Grains céréaliers, son d'avoine, sec",0.4
4494,"Grains, oat bran, cooked","Grains céréaliers, son d'avoine, cuit",1.4
4495,"Grains, quinoa, dry","Grains céréaliers, quinoa, sec",0.45
4496,"Grains, rice, brown, long-grain, dry","Grains céréaliers, riz brun, grain long, sec",0.45
4497,"Grains, rice, brown, long-grain, cooked","Grains céréaliers, riz brun, grain long, cuit",1.4
4498,"Grains, rye","Grains céréaliers, seigle",0.45
4499,"Grains, rye flour, dark","Grains céréaliers, farine de seigle foncée",0.3
4500,"Grains, wheat flour, whole-wheat","Grains céréaliers, farine de blé entier",0.63399
4501,"Grains, wheat flour, white, all purpose, bleached","Grains céréaliers, farine de blé, blanche, tout usage, blanchie",0.6604
4502,"Pasta, fresh-refrigerated, plain, as purchased","Pâtes, fraîches-réfrigérées, nature, telles qu'achetées",0.85
4503,"Pasta, fresh-refrigerated, plain, cooked","Pâtes, fraîches-réfrigérées, nature, cuites",1.6906
4504,"Pasta, fresh-refrigerated, spinach, as purchased","Pâtes, fraîches-réfrigérées, épinards, telles qu'achetées",0.85
4505,"Pasta, fresh-refrigerated, spinach, cooked","Pâtes, fraîches-réfrigérées, épinards, cuites",1.6906
4506,"Pasta, macaroni (elbow), enriched, dry","Pâtes, macaroni (coudes), enrichi, sec",0.85
4507,"Pasta, macaroni (elbow), enriched, cooked","Pâtes, macaroni (coudes), enrichi, cuit",2.15
4508,"Pasta, macaroni, protein-fortified, enriched, dry","Pâtes, macaroni, enrichi de protéines, enrichi, sec",0.85
4509,"Pasta, macaroni, protein-fortified, enriched, cooked","Pâtes, macaroni, enrichi de protéines, enrichi, cuit",2.15
4510,"Pasta, macaroni (spirals), vegetable, enriched, dry","Pâtes, macaroni (spirales), légumes, enrichi, sec",0.85
4511,"Pasta, macaroni (spirals), vegetable, enriched, cooked","Pâtes, macaroni (spirales), légumes, enrichi, cuit",2.15
4512,"Pasta, egg noodles, enriched, dry","Pâtes, nouilles aux oeufs, enrichies, sèches",0.85
4513,"Pasta, egg noodles, spinach, enriched, dry","Pâtes, nouilles aux oeufs, épinards, enrichies, sèches",0.85
4514,"Pasta, egg noodles, spinach, enriched, cooked","Pâtes, nouilles aux oeufs, épinards, enrichies, cuites",2.15
4515,"Pasta, spaghetti, enriched, dry","Pâtes, spaghetti, enrichi, sec",0.85
4516,"Pasta, spaghetti, whole-wheat, dry","Pâtes, spaghetti, blé entier, sec",0.85
4517,"Pasta, spaghetti, whole-wheat, cooked","Pâtes, spaghetti, blé entier, cuit",2.15
4518,"Pasta, spaghetti, spinach, enriched, dry","Pâtes, spaghetti, épinards, enrichi, sec",0.85
4519,"Pasta, spaghetti, spinach, enriched, cooked","Pâtes, spaghetti, épinards, enrichi, cuit",2.15
4520,"Pasta, macaroni (elbow), unenriched, cooked","Pâtes, macaroni (coudes), non enrichi, cuit",2.15
4521,"Pasta, egg noodles, unenriched, dry","Pâtes, nouilles aux oeufs, non enrichies, sèches",0.85
4522,"Pasta, spaghetti, unenriched, dry","Pâtes, spaghetti, non enrichi, sec",0.85
4523,"Grains, rice, white, long-grain, regular, cooked","Grains céréaliers, riz blanc, grain long, ordinaire, cuit",1.4
4524,"Pasta, macaroni (elbow), unenriched, dry","Pâtes, macaroni (coudes), non enrichi, sec",0.85
4525,"Grains, rice, white, long-grain, regular, cooked, salted","Grains céréaliers, riz blanc, grain long, ordinaire, cuit, salé",1.4
4526,"Pasta, spaghetti, protein-fortified, enriched, dry","Pâtes, spaghetti, enrichi de protéines, enrichi, sec",0.85
4527,"Pasta, spaghetti, protein-fortified, enriched, cooked","Pâtes, spaghetti, enrichi de protéines, enrichi, cuit",2.15
4528,"Seeds, flaxseed (linseed), whole and ground","Graines, lin, entières et moulues",0.14202
4529,"Grains, barley, malt, dry","Grains céréaliers, orge, malt, déshydraté",0.45
4530,"Grains, wheat flour, white, high gluten","Grains céréaliers, farine de blé, blanche, teneur élevée en gluten",0.3
4532,"Fast foods, breakfast, biscuit with egg","Aliments prêts à manger, déjeuner, biscuit poudre à pâte avec oeuf",1.4
4533,"Fast foods, breakfast, biscuit with egg and bacon","Aliments prêts à manger, déjeuner, biscuit poudre à pâte avec oeuf et bacon",1.4
4534,"Fast foods, breakfast, biscuit with egg and ham","Aliments prêts à manger, déjeuner, biscuit poudre à pâte avec oeuf et jambon",1.82
4535,"Fast foods, breakfast, biscuit with egg and sausage","Aliments prêts à manger, déjeuner, biscuit poudre à pâte avec oeuf et saucisse",1.4
4536,"Fast foods, breakfast, biscuit with egg and steak","Aliments prêts à manger, déjeuner, biscuit poudre à pâte avec oeuf et bifteck",1.4
4537,"Fast foods, breakfast, biscuit with egg, cheese and bacon","Aliments prêts à manger, déjeuner, biscuit poudre à pâte avec oeuf, fromage et bacon",1.4
4538,"Fast foods, breakfast, biscuit with ham","Aliments prêts à manger, déjeuner, biscuit poudre à pâte avec jambon",1.62
4539,"Fast foods, breakfast, biscuit with sausage","Aliments prêts à manger, déjeuner, biscuit poudre à pâte avec saucisse",1.4
4541,"Fast foods, breakfast, croissant with egg and cheese","Aliments prêts à manger, déjeuner, croissant avec oeuf et fromage",1.4
4542,"Fast foods, breakfast, croissant with egg, cheese and bacon","Aliments prêts à manger, déjeuner, croissant avec oeuf, fromage et bacon",1.4
4543,"Fast foods, breakfast, croissant with egg, cheese and ham","Aliments prêts à manger, déjeuner, croissant avec oeuf, fromage et jambon",1.4
4544,"Fast foods, breakfast, croissant with egg, cheese and sausage","Aliments prêts à manger, déjeuner, croissant avec oeuf, fromage et saucisse",1.71
4548,"Fast foods, egg, scrambled","Aliments prêts à manger, oeuf brouillé",0.96
4549,"Fast foods, breakfast, english muffin with butter","Aliments prêts à manger, déjeuner, muffin anglais avec beurre",0.315
4550,"Fast foods, breakfast, english muffin with cheese and sausage","Aliments prêts à manger, déjeuner, muffin anglais avec fromage et saucisse",1.4
4551,"Fast foods, breakfast, english muffin with egg, cheese and bacon","Aliments prêts à manger, déjeuner, muffin anglais avec oeuf, fromage et bacon",1.4
4552,"Fast foods, breakfast, english muffin with egg, cheese and sausage","Aliments prêts à manger, déjeuner, muffin anglais avec oeuf, fromage et saucisse",1.4
4553,"Fast foods, breakfast, french toast with butter","Aliments prêts à manger, déjeuner, pain doré avec beurre",0.75
4554,"Fast foods, breakfast, french toast sticks","Aliments prêts à manger, déjeuner, bâtonnets de pain doré",0.436
4556,"Fast foods, breakfast, potatoes, hashed brown","Aliments prêts à manger, déjeuner, pommes de terre rissolées",0.7
4557,"Fast foods, dessert, ice cream, light, vanilla, soft serve with cone","Aliments prêts à manger, dessert, crème glacée, légère, vanille, molle avec cornet",1.2
4558,"Fast foods, dessert, animal crackers","Aliments prêts à manger, dessert, biscuits, petits animaux",0.335
4559,"Fast foods, dessert, cookies, chocolate chip","Aliments prêts à manger, dessert, biscuits, grains de chocolat",0.24
4561,"Fast foods, dessert, sundae, caramel","Aliments prêts à manger, dessert, coupe glacée (sundae), caramel",1.8503
4562,"Fast foods, dessert, sundae, hot fudge","Aliments prêts à manger, dessert, coupe glacée (sundae), chocolat chaud",0.7502
4563,"Fast foods, dessert, sundae, strawberry","Aliments prêts à manger, dessert, coupe glacée (sundae), fraises",0.92515
4564,"Fast foods, entree, chicken, breaded and fried, dark meat (drumstick or thigh)","Aliments prêts à manger, plat principal, poulet, pané et frit, viande brune (pilon ou cuisse)",1.0
4565,"Fast foods, entree, chicken, breaded and fried, light meat (breast or wing)","Aliments prêts à manger, plat principal, poulet, pané et frit, viande blanche (poitrine ou aile)",1.0
4571,"Fast foods, entree, chili con carne","Aliments prêts à manger, plat principal, chili con carne",2.67329
4572,"Fast foods, entree, clams, breaded and fried","Aliments prêts à manger, plat principal, myes (palourdes), panées et frites",1.0
4575,"Fast foods, entree, crab cake","Aliments prêts à manger, plat principal, beignet de crabe",1.0
4576,"Fast foods, entree, fish fillet, battered or breaded, fried","Aliments prêts à manger, plat principal, poisson, filet, en pâte à frire ou pané, frit",1.0
4577,"Fast foods, entree, oysters, battered or breaded, fried","Aliments prêts à manger, plat principal, huîtres, en pâte à frire ou panées, frites",1.0
4579,"Fast foods, entree, salad, vegetable, no dressing","Aliments prêts à manger, plat principal, salade, légumes, sans vinaigrette",1.0
4580,"Fast foods, entree, salad, vegetable, no dressing, with cheese and egg","Aliments prêts à manger, plat principal, salade, légumes, sans vinaigrette, avec fromage et oeuf",1.0
4581,"Fast foods, entree, salad, vegetable, no dressing, with chicken","Aliments prêts à manger, plat principal, salade, légumes, sans vinaigrette, avec poulet",1.5357
4582,"Fast foods, entree, salad, vegetable, no dressing, with pasta and seafood","Aliments prêts à manger, plat principal, salade, légumes, sans vinaigrette, avec pâtes et fruits de mer",1.0
4583,"Fast foods, entree, salad, vegetable, no dressing, with shrimp","Aliments prêts à manger, plat principal, salade, légumes, sans vinaigrette, avec crevettes",1.6624
4584,"Fast foods, entree, salad, vegetable, no dressing, with turkey, ham and cheese","Aliments prêts à manger, plat principal, salade, légumes, sans vinaigrette, avec dinde, jambon et fromage",1.0
4585,"Fast foods, entree, scallops, breaded and fried","Aliments prêts à manger, plat principal, pétoncles, panés et frits",1.0
4586,"Fast foods, entree, shrimp, breaded and fried","Aliments prêts à manger, plat principal, crevettes, panées et frites",0.17
4587,"Fast foods, mexican, burrito with beans","Aliments prêts à manger, mexicain, burrito avec haricots",1.4
4588,"Fast foods, mexican, burrito with beans and cheese","Aliments prêts à manger, mexicain, burrito avec haricots et fromage",0.93
4589,"Fast foods, mexican, burrito with beans and chili peppers","Aliments prêts à manger, mexicain, burrito avec haricots et piments forts",1.4
4590,"Fast foods, mexican, burrito with beans and beef","Aliments prêts à manger, mexicain, burrito avec haricots et boeuf",2.41
4591,"Fast foods, mexican, burrito with beans, cheese and beef","Aliments prêts à manger, mexicain, burrito avec haricots, fromage et boeuf",2.41
4592,"Fast foods, mexican, burrito with beans, cheese and chili peppers","Aliments prêts à manger, mexicain, burrito avec haricots, fromage et piments forts",1.4
4593,"Fast foods, mexican, burrito with beef","Aliments prêts à manger, mexicain, burrito avec boeuf",1.4
4594,"Fast foods, mexican, burrito with beef and chili peppers","Aliments prêts à manger, mexicain burrito avec boeuf et piments forts",1.4
4595,"Fast foods, mexican, burrito with beef, cheese and chili","Aliments prêts à manger, mexicain, burrito avec boeuf, fromage et piments forts",1.52
4596,"Fast foods, dessert, burrito with fruit (apple or cherry)","Aliments prêts à manger, dessert, burrito avec fruits (pommes ou cerises)",1.4
4597,"Fast foods, mexican, chimichanga with beef","Aliments prêts à manger, mexicain, chimichanga avec boeuf",1.4
4598,"Fast foods, mexican, chimichanga with beef and cheese","Aliments prêts à manger, mexicain, chimichanga avec boeuf et fromage",1.4
4599,"Fast foods, mexican, chimichanga with beef and red chili","Aliments prêts à manger, mexicain, chimichanga avec boeuf et piments forts rouges",1.4
4600,"Fast foods, mexican, chimichanga with beef, cheese and red chili peppers","Aliments prêts à manger, mexicain, chimichanga avec boeuf, fromage et piments forts rouges",1.4
4601,"Fast foods, mexican, enchilada with cheese","Aliments prêts à manger, mexicain, enchilada avec fromage",1.4
4602,"Fast foods, mexican, enchilada with cheese and beef","Aliments prêts à manger, mexicain, enchilada avec fromage et boeuf",1.4
4603,"Fast foods, mexican, enchirito with cheese, beef and beans","Aliments prêts à manger, mexicain, enchirito avec fromage, boeuf et haricots",1.4
4604,"Fast foods, mexican, frijoles (pinto beans) with cheese","Aliments prêts à manger, mexicain, frijoles (haricots pinto) avec fromage",1.4
4605,"Fast foods, mexican, nachos with cheese","Aliments prêts à manger, mexicain, nachos avec fromage",1.4
4607,"Fast foods, mexican, nachos with cheese, beans, ground beef and tomatoes","Aliments prêts à manger, mexicain, nachos avec fromage, haricots, boeuf haché et tomates",2.22
4609,"Fast foods, mexican, taco with beef, cheese and lettuce, hard shell","Aliments prêts à manger, mexicain, taco avec boeuf, fromage et laitue, coquille dure",0.69
4610,"Fast foods, mexican, taco salad","Aliments prêts à manger, mexicain, salade de taco",1.4
4611,"Fast foods, mexican, taco salad with chili con carne","Aliments prêts à manger, mexicain, salade de taco avec chili con carne",1.4
4612,"Fast foods, mexican, tostada with beans and cheese","Aliments prêts à manger, mexicain, tostada avec haricots et fromage",1.4
4613,"Fast foods, mexican, tostada with beans, beef and cheese","Aliments prêts à manger, mexicain, tostada avec haricots, boeuf et fromage",1.4
4614,"Fast foods, mexican, tostada with beef and cheese","Aliments prêts à manger, mexicain, tostada avec boeuf et fromage",1.4
4615,"Fast foods, mexican, tostada with guacamole","Aliments prêts à manger, mexicain, tostada avec guacamole",1.4
4616,"Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, plain","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 1 galette, nature",0.91
4617,"Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, with condiments","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 1 galette, avec condiments",1.4
4618,"Fast foods, sandwiches and burgers, cheeseburger, regular, single patty, with condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 1 galette, avec condiments et légumes",1.4
4619,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, plain","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 2 galettes, nature",1.4
4620,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty, with condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 2 galettes, avec condiments et légumes",1.4
4621,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty and bun, with condiments","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 2 galettes et pains, avec condiments",1.55
4622,"Fast foods, sandwiches and burgers, cheeseburger, regular, double patty and bun, with condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, ordinaire, 2 galettes et pains, avec condiments et légumes",1.4
4623,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, plain","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 1 galette, nature",1.82
4624,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with bacon and condiments","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 1 galette, avec bacon et condiments",1.4
4626,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with ham, condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 1 galette, avec jambon, condiments et légumes",1.4
4627,"Fast foods, sandwiches and burgers, cheeseburger, large, double patty, with condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 2 galettes, avec condiments et légumes",1.4
4628,"Fast foods, sandwiches and burgers, cheeseburger, large, triple patty, plain","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 3 galettes, nature",1.4
4629,"Fast foods, sandwiches and burgers, chicken fillet sandwich, plain","Aliments prêts à manger, sandwichs et burgers, sandwich au filet de poulet, nature",1.4
4631,"Fast foods, sandwiches and burgers, egg and cheese sandwich","Aliments prêts à manger, sandwichs et burgers, sandwich aux oeufs et fromage",1.4
4632,"Fast foods, sandwiches and burgers, fish sandwich with tartar sauce","Aliments prêts à manger, sandwichs et burgers, sandwich au poisson avec sauce tartare",1.4
4633,"Fast foods, sandwiches and burgers, fish sandwich with tartar sauce and cheese","Aliments prêts à manger, sandwichs et burgers, sandwich au poisson avec sauce tartare et fromage",1.4
4634,"Fast foods, sandwiches and burgers, hamburger, regular, single patty, plain","Aliments prêts à manger, sandwichs et burgers, hambourgeois, ordinaire, 1 galette, nature",0.78
4635,"Fast foods, sandwiches and burgers, hamburger, regular, single patty, with condiments","Aliments prêts à manger, sandwichs et burgers, hambourgeois, 1 galette, avec condiments",1.4
4636,"Fast foods, sandwiches and burgers, hamburger, regular, single patty, with condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hambourgeois, ordinaire, 1 galette, avec condiments et légumes",1.4
4637,"Fast foods, sandwiches and burgers, hamburger, regular, double patty, plain","Aliments prêts à manger, sandwichs et burgers, hambourgeois, ordinaire, 2 galettes, nature",1.4
4638,"Fast foods, sandwiches and burgers, hamburger, regular, double patty, with condiments","Aliments prêts à manger, sandwichs et burgers, hambourgeois, ordinaire, 2 galettes, avec condiments",1.4
4639,"Fast foods, sandwiches and burgers, hamburger, large, single patty, plain","Aliments prêts à manger, sandwichs et burgers, hambourgeois, gros, 1 galette, nature",1.4
4641,"Fast foods, sandwiches and burgers, hamburger, large, triple patty, with condiments","Aliments prêts à manger, sandwichs et burgers, hambourgeois, gros, 3 galettes, avec condiments",1.4
4642,"Fast foods, sandwiches and burgers, ham and cheese sandwich","Aliments prêts à manger, sandwichs et burgers, sandwich au jambon et fromage",1.4
4643,"Fast foods, sandwiches and burgers, ham, egg and cheese sandwich","Aliments prêts à manger, sandwichs et burgers, sandwich au jambon, oeuf et fromage",1.4
4644,"Fast foods, hot dog, plain","Aliments prêts à manger, hot-dog (chien-chaud), nature",1.4
4645,"Fast foods, hot dog with chili","Aliments prêts à manger, hot-dog (chien-chaud) avec chili",1.4
4646,"Fast foods, corn dog, wiener/sausage with cornflour coating","Aliments prêts à manger, saucisse avec enrobage de farine de maïs (saucisse sur bâtonnet)",1.4
4647,"Fast foods, sandwiches and burgers, roast beef sandwich, plain","Aliments prêts à manger, sandwichs et burgers, sandwich au rôti de boeuf, nature",1.4
4648,"Fast foods, sandwiches and burgers, roast beef sandwich with cheese","Aliments prêts à manger, sandwichs et burgers, sandwich au rôti de boeuf avec fromage",1.4
4649,"Fast foods, sandwiches and burgers, steak sandwich","Aliments prêts à manger, sandwichs et burgers, sandwich au bifteck",1.4
4650,"Fast foods, sandwiches and burgers, submarine sandwich on white bread with coldcuts, lettuce and tomatoes","Aliments prêts à manger, sandwichs et burgers, sous-marin fait avec pain blanc, viandes froides, laitue et tomates",1.96
4651,"Fast foods, sandwiches and burgers, submarine sandwich on white bread with roast beef, lettuce and tomatoes","Aliments prêts à manger, sandwichs et burgers, sous-marin fait avec pain blanc avec rôti de boeuf, laitue et tomates",1.9
4652,"Fast foods, sandwiches and burgers, submarine sandwich on white bread, with tuna salad, lettuce and tomatoes","Aliments prêts à manger, sandwichs et burgers, sous-marin fait avec pain blanc avec salade de thon, laitue et tomates",2.37
4653,"Fast foods, side dish, coleslaw","Aliments prêts à manger, plat d'accompagnement, salade de chou",1.1
4654,"Fast foods, side dish, corn on the cob with butter","Aliments prêts à manger, plat d'accompagnement, épi de maïs avec beurre",0.85
4655,"Fast foods, side dish, hush puppies","Aliments prêts à manger, plat d'accompagnement, galette hush puppies",0.312
4656,"Fast foods, side dish, onion rings, breaded and fried","Aliments prêts à manger, plat d'accompagnement, rondelles d'oignon, panées et frites",0.7
4657,"Fast foods, side dish, potato, baked, topped with cheese sauce","Aliments prêts à manger, plat d'accompagnement, pommes de terre, au four, avec sauce au fromage",1.4
4658,"Fast foods, side dish, potato, baked, topped with cheese sauce and bacon","Aliments prêts à manger, plat d'accompagnement, pommes de terre, au four, avec sauce au fromage et bacon",1.4
4659,"Fast foods, side dish, potato, baked, topped with cheese sauce and broccoli","Aliments prêts à manger, plat d'accompagnement, pommes de terre, au four, avec sauce au fromage et brocoli",1.4
4660,"Fast foods, side dish, potato, baked, topped with cheese sauce and chili","Aliments prêts à manger, plat d'accompagnement, pommes de terre, au four, avec sauce au fromage et chili",1.4
4661,"Fast foods, side dish, potato, baked, topped with sour cream and chives","Aliments prêts à manger, plat d'accompagnement, pommes de terre, au four, avec crème sure et ciboulette",1.4
4662,"Fast foods, side dish, potato, french-fried in beef tallow","Aliments prêts à manger, plat d'accompagnement, pommes de terre, frites dans du suif de boeuf",0.85
4663,"Fast foods, side dish, potato, french-fried in beef tallow and vegetable oil","Aliments prêts à manger, plat d'accompagnement, pommes de terre, frites dans du suif de boeuf et huile végétale",0.85
4664,"Fast foods, side dish, potato, french-fried in vegetable oil","Aliments prêts à manger, plat d'accompagnement, pommes de terre, frites dans l'huile végétale",0.85
4665,"Fast foods, side dish, potato, mashed","Aliments prêts à manger, plat d'accompagnement, pommes de terre, en purée",1.4
4666,"Fast foods, side dish, potato salad","Aliments prêts à manger, plat d'accompagnement, salade de pommes de terre",1.4
4669,"Fast foods, sandwiches and burgers, hamburger, large, double patty, with condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hamburgeois, gros, 2 galettes, avec condiments et légumes",1.4
4711,"Milk, fluid, chocolate, partly skimmed, 1% M.F.","Lait, liquide, chocolat, partiellement écrémé, 1% M.G.",2.64159
4721,"Egg, chicken, white, dried","Oeuf, poule, blanc, déshydraté",
4722,"Cheese, cream, fat free","Fromage à la crème, sans gras",0.3
4723,"Spices, rosemary, fresh","Épices, romarin, frais",0.005
4724,"Peppermint, fresh","Menthe poivrée, fraîche",0.005
4725,"Spices, spearmint, fresh","Épices, menthe verte, fraîche",0.005
4726,"Spices, spearmint, dried","Épices, menthe verte, déshydratée",0.005
4727,"Sauce, plum, ready-to-serve","Sauce, prunes, prête-à-servir",0.38673
4728,"Soup, stock, fish, homemade","Soupe, bouillon, poisson, faite maison",2.46196
4729,"Sauce, hoisin, ready-to-serve","Sauce, hoisin, prête-à-servir",0.05406
4730,"Sauce, oyster, ready-to-serve","Sauce, huîtres, prête-à-servir",0.06811
4731,"Sauce, fish, ready-to-serve","Sauce, poisson, prête-à-servir",3.0405
4733,"Sauce, cheese sauce mix, dry, unprepared","Sauce, fromage, mélange sec, non préparé",0.0703
4734,"Sauce, cheese, ready-to-serve","Sauce, fromage, prête-à-sevir",0.63905
4735,"Sauce, pasta, spaghetti or marinara, ready-to-serve","Sauce, pâtes, spaghetti ou marinara, prête-à-servir",2.64159
4736,"Tomato, crushed, canned","Tomate, broyée, conserve",2.5361
4745,"Beef, brisket, whole, lean and fat, 3mm (1/8"") trim,  raw","Boeuf, pointe de poitrine, entier, maigre et gras, 3mm (1/8"") paré, cru",0.9
4746,"Beef, brisket, whole, lean and fat, 3mm (1/8"") trim, braised","Boeuf, pointe de poitrine, entier, maigre et gras, 3mm (1/8"") paré, braisé",0.75
4757,"Beef, hip, rump roast, lean and fat, 3mm (1/8"") trim,  raw","Boeuf, cuisse, rôti de croupe, maigre et gras, 3mm (1/8"") trim, cru",0.9
4758,"Beef, hip, rump roast, lean and fat, 3mm (1/8"") trim, broiled","Boeuf, cuisse, rôti de croupe, maigre et gras, 3mm (1/8"") paré, grillé",0.75
4776,"Hot chocolate with marshmallows, powder, mix","Chocolat chaud avec guimauves, mélange sec",0.28
4777,"Hot chocolate, rich, mix, powder","Chocolat chaud, onctueux, mélange sec",0.28
4778,"Hot chocolate, cocoa, without sugar, mix, powder","Chocolat chaud, cacao, sans sucre ajouté, mélange sec",0.15
4779,"Coffee, brewed, espresso, restaurant prepared","Café infusé, espresso, préparation restaurant",1.77517
4780,"Plant-based beverage, rice, enriched","Boisson à base de plantes, riz, enrichie",2.58875
4781,"Lamb, Canadian, composite cuts, lean and fat, 3mm (1/8"") trim, raw","Agneau, canadien, coupes diverses, maigre et gras, 3mm (1/8"") paré, cru",0.9
4782,"Lamb, Canadian, composite cuts, lean and fat, 3mm (1/8""), cooked","Agneau, canadien, coupes diverses, maigre et gras, 3mm (1/8""), cuit",0.75
4783,"Lamb, Canadian, foreshank, lean and fat, 3mm trim (1/8''), raw","Agneau, canadien, jarret, maigre et gras, 3mm paré (1/8''), cru",0.9
4784,"Lamb, Canadian, foreshank, lean and fat, 3mm (1/8"") trim, cooked","Agneau, canadien, jarret, maigre et gras, 3mm (1/8"") paré, braisé",0.75
